"EMPRESA: 
Razón social (nombre de la empresa)","EMPRESA: 
RFC","EMPRESA: 
Folio mercantil","EMPRESA: 
Objeto social (descripción de actividades)","EMPRESA: 
Número de empleados","EMPRESA: 
Fecha de creación (dd/mm/aaaa)","EMPRESA: 
Capital social mínimo (con cuánto dinero se registró la empresa)","EMPRESA: 
Dirección fiscal","EMPRESA: 
Latitud y longitud (separadas por coma)","EMPRESA: 
Entidad Federativa (llena esta columna sólo si no tienes la dirección y/o la coordenada geográfica)","EMPRESA: 
Teléfono","EMPRESA: 
Web","EMPRESA: 
Correo electrónico","REP LEGAL: 
Nombre completo","REP LEGAL: 
RFC","REP LEGAL: 
Dirección","REP LEGAL: 
Latitud y longitud (separadas por coma)","REP LEGAL: 
Entidad Federativa (llena esta columna sólo si no tienes la dirección y/o la coordenada geográfica)","REP LEGAL: 
Nombre de la dependencia donde fue funcionario (si es que aplica)","REP LEGAL: 
Último año en activo de la dependencia donde fue funcionario (si es que aplica)","ACCIONISTAS: 
Nombre completo (separar nombres con punto y coma)","ACCIONISTAS:
RFC","ACCIONISTAS: 
Dirección","ACCIONISTAS: 
Latitud y longitud (separadas por coma)","ACCIONISTAS: 
Entidad Federativa (llena esta columna sólo si no tienes la dirección y/o la coordenada geográfica)","ACCIONISTAS: 
Nombre de la dependencia donde fue funcionario (si es que aplica)","ACCIONISTAS: 
Último año en activo de la dependencia donde fue funcionario (si es que aplica)","ACCIONISTAS: 
Capital aportado","ADMIN: 
Nombre completo","ADMIN: 
RFC","ADMIN: 
Dirección","ADMIN: 
Latitud y longitud (separadas por coma)","ADMIN: 
Entidad Federativa (llena esta columna sólo si no tienes la dirección y/o la coordenada geográfica)","ADMIN: 
Nombre de la dependencia donde fue funcionario (si es que aplica)","ADMIN: 
Último año en activo de la dependencia donde fue funcionario (si es que aplica)","COMIS / CONSE: 
Nombre completo","COMIS / CONSE: 
RFC","COMIS / CONSE: 
Dirección","COMIS / CONSE: 
Latitud y longitud (separadas por coma)","COMIS / CONSE: 
Entidad Federativa (llena esta columna sólo si no tienes la dirección y/o la coordenada geográfica)","COMIS / CONSE: 
Nombre de la dependencia donde fue funcionario (si es que aplica)","COMIS / CONSE: 
Último año en activo de la dependencia donde fue funcionario (si es que aplica)","NOTARIA: 
Nombre del notario que firma el acta","NOTARIA: 
Número de la notaría","NOTARIA: 
Dirección de la notaría","NOTARIA: 
Latitud y longitud (separadas por coma)","NOTARIA: 
Entidad Federativa (llena esta columna sólo si no tienes la dirección y/o la coordenada geográfica)","INFO OFICIAL: 
Estatus CompraNet (InscritoRUPC, NoInscritoRUPC, RegCompraNet)","INFO OFICIAL: 
Empresa fantasma o no localizada (SATdefinitiva, SATpresunta, SATdesvirtuada, SATfavorable, ASFnoLocalizada, SinAntReg)","CONTRATO: 
Empresa, dependencia o instancia que otorga los recursos","CONTRATO: 
Número de contrato","CONTRATO: 
Fecha de inicio de contrato","CONTRATO: 
Fecha de término de contrato","CONTRATO: 
Servicio/obra realizada","CONTRATO: 
Nombre de la persona que firma","CONTRATO: 
Cargo de la persona que firma","CONTRATO: 
Montos de contratos individuales","CONTRATO: 
Número de licitación ","CONTRATO: 
Fecha de fallo de la licitación","CONTRATO: 
Monto total de la licitación","CONVENIO: 
Dependencia o instancia que OTORGA los recursos","CONVENIO: 
Dependencia o instancia que RECIBE los recursos","CONVENIO: 
Número de convenio","CONVENIO: 
Fecha de inicio de convenio","CONVENIO: 
Fecha de término convenio","CONVENIO: 
Objeto del convenio","CONVENIO: 
Nombre de la persona que firma (de la dependencia o instancia que OTORGA los recursos)","CONVENIO: 
Cargo de la persona que firma (de la dependencia o instancia que OTORGA los recursos)","CONVENIO: 
Nombre de la persona que firma (de la dependencia o instancia que RECIBE los recursos)","CONVENIO: 
Cargo de la persona que firma (de la dependencia o instancia que RECIBE los recursos)","CONVENIO: 
Monto total del convenio","CONVENIO: 
Nombre del titular de la dependencia o instancia que otorga los recurso","CONVENIO: 
Nombre del titular de la dependencia o instancia que recibe los recurso","TRANSFERENCIA DEPENDENCIA O INSTANCIA: 
Dependencia o instancia que otorga los recursos","TRANSFERENCIA DEPENDENCIA O INSTANCIA: 
Monto de transferencias individuales","TRANSFERENCIA DEPENDENCIA O INSTANCIA: 
Número de convenio relacionado a esta transferencia","TRANSFERENCIAS A ESTA EMPRESA: 
Empresa que otorga los recursos","TRANSFERENCIAS A ESTA EMPRESA: 
Monto de transferencias individuales","TRANSFERENCIAS DE ESTA EMPRESA: 
Empresa a la que le transfirió esta empresa","TRANSFERENCIAS DE ESTA EMPRESA: 
Monto de transferencias individuales","OTRO: 
Otras empresas relacionadas a esta empresa (separar con punto y coma)","OTRO: 
Otras personas relacionadas a esta empresa (separar con punto y coma)","OTRO: 
Otros domicilios relacionados a esta empresa (separar con punto y coma)","OTRO: 
Otros RFC relacionados a esta empresa (separar con punto y coma)","OTRO: 
Otras fechas relacionadas a esta empresa (separar con punto y coma)","OTRO: 
Otros correos electrónicos relacionados a esta empresa (separar con punto y coma)","OTRO: 
Otros sitios web relacionados a esta empresa (separar con punto y coma)","OTRO: 
Otros teléfonos relacionados a esta empresa (separar con punto y coma)","OTRO: 
Otros números de contratos o convenios relacionados a esta empresa (separar con punto y coma)","OTRO: 
Otras dependencias o instancias relacionadas a esta empresa (separar con punto y coma","OTRO: 
Montos recibidos","OTRO: 
Titulares de instancias de montos recibidos","OTRO: 
Montos otorgados","NUEVO: 
Nombre de la categoría (separar con punto y coma)","NUEVO: 
Contenido (separar con punto y coma)","OTRO: 
Comentarios adicionales (formato de escritura: libre)"
CERREJON ZONA NORTE S A*,830078038,,,,,,,,Bogotá - Cundinamarca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,383,882,163",,,SUPERVISOR; MACROSECTOR,SUPERSOCIEDADES; MINERO,
C.I. TRAFIGURA PETROLEUM COLOMBIA S.A.S.,900585067,,,,,,,,Bogotá - Cundinamarca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12,367,778",,,SUPERVISOR; MACROSECTOR,SUPERSOCIEDADES; MINERO,
ISAGEN SA ESP,811000740,,,,,,,,Antioquia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5,485,271,000",,,SUPERVISOR; MACROSECTOR,SUPERFINANCIERA; SERVICIOS,
GAS NATURAL S.A. E.S..P,800007813,,,,,,,,Bogotá - Cundinamarca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"547,669,773",,,SUPERVISOR; MACROSECTOR,SUPERSERVICIOS; SERVICIOS,
GRUPO AVAL ACCIONES Y VALORES S A ,800216181,,,,,,,,Bogotá - Cundinamarca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"16,838,493,000",,,SUPERVISOR; MACROSECTOR,SUPERFINANCIERA; SERVICIOS,
BIOCOMBUSTIBLES S.A. - BIOMAX,830136799,,,,,,,,Bogotá - Cundinamarca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"265,653,743",,,SUPERVISOR; MACROSECTOR,SUPERFINANCIERA; COMERCIO,
SALUD TOTAL S.A. EPS,800130907,,,,,,,,Bogotá - Cundinamarca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"164,634,096",,,SUPERVISOR; MACROSECTOR,SUPERSALUD; SERVICIOS,
GENERAL MOTORS - GM COLMOTORES S A,860002304,,,,,,,,Bogotá - Cundinamarca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"339,758,482",,,SUPERVISOR; MACROSECTOR,SUPERSOCIEDADES; MANUFACTURA,
COLOMBIA MOVIL S A   E S P       - TIGO                                               ,830114921,,,,,,,,Bogotá - Cundinamarca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"335,276,992",,,SUPERVISOR; MACROSECTOR,SUPERSOCIEDADES; SERVICIOS,
COMPENSAR,860066942,,,,,,,,Bogotá - Cundinamarca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"426,698,525",,,SUPERVISOR; MACROSECTOR,SUPERSALUD; SERVICIOS,
INTERCONEXION ELECTRICA S.A. E.S.P. (ISA),860016610,,,,,,,,Antioquia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10,976,128,000",,,SUPERVISOR; MACROSECTOR,SUPERFINANCIERA; SERVICIOS,
POLIPROPILENO DEL CARIBE S.A.  - PROPILCO                                                 ,800059470,,,,,,,,Bogotá - Cundinamarca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,520,145,905",,,SUPERVISOR; MACROSECTOR,SUPERSOCIEDADES; MANUFACTURA,
FAMISANAR  LTDA.  CAFAM - COLSUBSIDIO E.P.S.,830003564,,,,,,,,Bogotá - Cundinamarca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-727,920",,,SUPERVISOR; MACROSECTOR,SUPERSALUD; SERVICIOS,
GRUPO ENERGIA BOGOTA S.A. E.S.P. ,899999082,,,,,,,,Bogotá - Cundinamarca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"11,580,468,000",,,SUPERVISOR; MACROSECTOR,SUPERFINANCIERA; SERVICIOS,
PAREX RESOURCES COLOMBIA LTD SUCURSAL,900268747,,,,,,,,Bogotá - Cundinamarca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,236,861,227",,,SUPERVISOR; MACROSECTOR,SUPERSOCIEDADES; MINERO,
ALPINA PRODUCTOS ALIMENTICIOS S A,860025900,,,,,,,,Bogotá - Cundinamarca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"144,783,804",,,SUPERVISOR; MACROSECTOR,SUPERFINANCIERA; MANUFACTURA,
AUDIFARMA S.A.                                                   ,816001182,,,,,,,,Eje Cafetero,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"228,353,282",,,SUPERVISOR; MACROSECTOR,SUPERSOCIEDADES; COMERCIO,
CEMEX COLOMBIA S.A.,860002523,,,,,,,,Bogotá - Cundinamarca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,272,882,284",,,SUPERVISOR; MACROSECTOR,SUPERFINANCIERA; MANUFACTURA,
ALIMENTOS CÁRNICOS S.A.S.                                                     ,890304130,,,,,,,,Otras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"895,383,279",,,SUPERVISOR; MACROSECTOR,SUPERSOCIEDADES; MANUFACTURA,
EMSSANAR ESS,814000337,,,,,,,,Otras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-349,656,194",,,SUPERVISOR; MACROSECTOR,SUPERSALUD; SERVICIOS,
PRODUCTORA DE ALIMENTOS CONCENTRADOS PARA ANIMALES CONTEGRAL S A,890901271,,,,,,,,Antioquia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"511,052,972",,,SUPERVISOR; MACROSECTOR,SUPERSOCIEDADES; MANUFACTURA,
FALABELLA DE COLOMBIA S.A.,900017447,,,,,,,,Bogotá - Cundinamarca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"292,555,952",,,SUPERVISOR; MACROSECTOR,SUPERSOCIEDADES; COMERCIO,
DISTRACOM S A,811009788,,,,,,,,Antioquia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"404,480,933",,,SUPERVISOR; MACROSECTOR,SUPERSOCIEDADES; COMERCIO,
GASEOSAS POSADA TOBON S.A. - POSTOBON,890903939,,,,,,,,Antioquia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,025,844,669",,,SUPERVISOR; MACROSECTOR,SUPERSOCIEDADES; MANUFACTURA,
EMPRESA DE ENERGIA DEL PACIFICO S.A. E.S.P.,800246860,,,,,,,,Otras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,931,347,154",,,SUPERVISOR; MACROSECTOR,SUPERSERVICIOS; SERVICIOS,
OCCIDENTAL ANDINA LLC,860004864,,,,,,,,Bogotá - Cundinamarca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,474,697,703",,,SUPERVISOR; MACROSECTOR,SUPERSOCIEDADES; MINERO,
NESTLE DE COLOMBIA S A,860002130,,,,,,,,Bogotá - Cundinamarca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"153,683,000",,,SUPERVISOR; MACROSECTOR,SUPERSOCIEDADES; MANUFACTURA,
INDUSTRIA NACIONAL DE GASEOSAS S A                                              ,890903858,,,,,,,,Bogotá - Cundinamarca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"761,744,416",,,SUPERVISOR; MACROSECTOR,SUPERSOCIEDADES; MANUFACTURA,
COLOMBINA S A,890301884,,,,,,,,Otras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"337,325,000",,,SUPERVISOR; MACROSECTOR,SUPERFINANCIERA; MANUFACTURA,
ASMET SALUD,817000248,,,,,,,,Otras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-614,564,198",,,SUPERVISOR; MACROSECTOR,SUPERSALUD; SERVICIOS,
ALMACENES LA 14 S.A.                                                                                 ,890300346,,,,,,,,Otras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"750,529,000",,,SUPERVISOR; MACROSECTOR,SUPERSOCIEDADES; COMERCIO,
TECNOQUIMICAS S. A.                                                                                 ,890300466,,,,,,,,Otras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,097,465,051",,,SUPERVISOR; MACROSECTOR,SUPERSOCIEDADES; COMERCIO,
EMPRESA DE TELECOMUNICACIONES DE BTA SA ESP,899999115,,,,,,,,Bogotá - Cundinamarca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,857,222,769",,,SUPERVISOR; MACROSECTOR,SUPERFINANCIERA; SERVICIOS,
CEMENTOS ARGOS S.A,890100251,,,,,,,,Otras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"8,340,976,000",,,SUPERVISOR; MACROSECTOR,SUPERFINANCIERA; MANUFACTURA,
JERONIMO MARTINS COLOMBIA SAS (Tiendas ARA),900480569,,,,,,,,Bogotá - Cundinamarca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"183,554,647",,,SUPERVISOR; MACROSECTOR,SUPERSOCIEDADES; COMERCIO,
DROGUERIAS Y FARMACIAS CRUZ VERDE S.A.S,800149695,,,,,,,,Bogotá - Cundinamarca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"189,612,826",,,SUPERVISOR; MACROSECTOR,SUPERSOCIEDADES; COMERCIO,
SOLLA S.A.                                                                                          ,890900291,,,,,,,,Antioquia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"219,603,328",,,SUPERVISOR; MACROSECTOR,SUPERSOCIEDADES; MANUFACTURA,
COMPARTA,804002105,,,,,,,,Centro Oriente,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"21,500,721",,,SUPERVISOR; MACROSECTOR,SUPERSALUD; SERVICIOS,
COLGATE PALMOLIVE COMPAÑIA *,890300546,,,,,,,,Otras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"141,443,596",,,SUPERVISOR; MACROSECTOR,SUPERSOCIEDADES; MANUFACTURA,
QUALA S.A.                                                                                          ,860074450,,,,,,,,Bogotá - Cundinamarca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"814,060,802",,,SUPERVISOR; MACROSECTOR,SUPERSOCIEDADES; MANUFACTURA,
DISTRIBUIDORA NISSAN S A,860001307,,,,,,,,Bogotá - Cundinamarca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"301,740,719",,,SUPERVISOR; MACROSECTOR,SUPERSOCIEDADES; COMERCIO,
GUNVOR COLOMBIA C I S.A.S.,900473830,,,,,,,,Bogotá - Cundinamarca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"979,349",,,SUPERVISOR; MACROSECTOR,SUPERSOCIEDADES; COMERCIO,
MEXICHEM RESINAS COLOMBIA S A.S,860007277,,,,,,,,Otras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"387,892,136",,,SUPERVISOR; MACROSECTOR,SUPERSOCIEDADES; MANUFACTURA,
CERROMATOSO S A ,860069378,,,,,,,,Bogotá - Cundinamarca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,499,569,116",,,SUPERVISOR; MACROSECTOR,SUPERSOCIEDADES; MINERO,
OPERACIONES Y SERVICIOS DE COMBUSTIBLES S A S,900491889,,,,,,,,Otras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,229,931",,,SUPERVISOR; MACROSECTOR,SUPERSOCIEDADES; COMERCIO,
PRODUCTOS FAMILIA S A                                  ,890900161,,,,,,,,Antioquia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,566,917,000",,,SUPERVISOR; MACROSECTOR,SUPERFINANCIERA; MANUFACTURA,
ORGANIZACION ROA FLORHUILA S A,891100445,,,,,,,,Bogotá - Cundinamarca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"464,264,396",,,SUPERVISOR; MACROSECTOR,SUPERSOCIEDADES; MANUFACTURA,
TRANSPORTADORA DE GAS INTERNACIONAL S.A. E.S.P.,900134459,,,,,,,,Bogotá - Cundinamarca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,423,936,444",,,SUPERVISOR; MACROSECTOR,SUPERSERVICIOS; SERVICIOS,
BAYER S A,860001942,,,,,,,,Bogotá - Cundinamarca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"444,191,097",,,SUPERVISOR; MACROSECTOR,SUPERSOCIEDADES; MANUFACTURA,
 ITALCOL S.A. ,860026895,,,,,,,,Bogotá - Cundinamarca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"169,626,870",,,SUPERVISOR; MACROSECTOR,SUPERSOCIEDADES; MANUFACTURA,
C.I. J.GUTIERREZ Y CIA S.A.                                                                         ,890902070,,,,,,,,Antioquia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"89,338,446",,,SUPERVISOR; MACROSECTOR,SUPERSOCIEDADES; COMERCIO,
GRUPO ARGOS S.A.,890900266,,,,,,,,Antioquia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15,545,143,000",,,SUPERVISOR; MACROSECTOR,SUPERFINANCIERA; MANUFACTURA,
EQUION  ENERGIA LIMITED,860002426,,,,,,,,Bogotá - Cundinamarca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"237,015,633",,,SUPERVISOR; MACROSECTOR,SUPERSOCIEDADES; MINERO,
CONSTRUCTORA CONCONCRETO S.A.,890901110,,,,,,,,Antioquia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,381,500,065",,,SUPERVISOR; MACROSECTOR,SUPERFINANCIERA; CONSTRUCCIÓN,
HOCOL S.A.                                                                                          ,860072134,,,,,,,,Bogotá - Cundinamarca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,473,865,727",,,SUPERVISOR; MACROSECTOR,SUPERSOCIEDADES; MINERO,
GRAN TIERRA ENERGY COLOMBIA LTD,860516431,,,,,,,,Bogotá - Cundinamarca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,622,491,000",,,SUPERVISOR; MACROSECTOR,SUPERSOCIEDADES; MINERO,
LG ELECTRONICS COLOMBIA LTDA                                                                        ,830065063,,,,,,,,Bogotá - Cundinamarca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"25,460,968",,,SUPERVISOR; MACROSECTOR,SUPERSOCIEDADES; COMERCIO,
GRUPO DE INVERSIONES SURAMERICANA S.A.,811012271,,,,,,,,Antioquia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"22,775,121,000",,,SUPERVISOR; MACROSECTOR,SUPERFINANCIERA; SERVICIOS,
MAKRO SUPER MAYORISTAS  S A S,900059238,,,,,,,,Bogotá - Cundinamarca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"697,320,300",,,SUPERVISOR; MACROSECTOR,SUPERSOCIEDADES; COMERCIO,
AUTOMOTORES TOYOTA COLOMBIA S A S,900780510,,,,,,,,Bogotá - Cundinamarca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"110,353,926",,,SUPERVISOR; MACROSECTOR,SUPERSOCIEDADES; COMERCIO,
GRUPO BOLIVAR S. A.,830025448,,,,,,,,Bogotá - Cundinamarca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"8,374,389,000",,,SUPERVISOR; MACROSECTOR,SUPERFINANCIERA; SERVICIOS,
SALUDVIDA S.A. EPS,830074184,,,,,,,,Bogotá - Cundinamarca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-678,676,805",,,SUPERVISOR; MACROSECTOR,SUPERSALUD; SERVICIOS,
UNILEVER ANDINA COLOMBIA LIMITADA                                       ,860002518,,,,,,,,Bogotá - Cundinamarca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"248,340,606",,,SUPERVISOR; MACROSECTOR,SUPERSOCIEDADES; MANUFACTURA,
BELSTAR S.A.  - Belcorp                                                                                       ,800018359,,,,,,,,Bogotá - Cundinamarca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"238,059,208",,,SUPERVISOR; MACROSECTOR,SUPERSOCIEDADES; MANUFACTURA,
